Title,Cuisine,Cooking Time (mins),Ingredients,Description
Sweet and Sour Chicken,Russian,103,"Chicken, butter, cream, tomatoes, spices","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Egusi Soup,Thai,38,"Flour, tomatoes, mozzarella, basil, olive oil","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Pizza Margherita,Indian,14,"Noodles, broth, pork, egg, green onions","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Kung Pao Chicken,Indian,40,"Flour, butter, sugar, eggs, yeast","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Croissant,Japanese,117,"Chicken, butter, cream, tomatoes, spices","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Shakshuka,French,26,"Yam flour, water","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Ratatouille,Mexican,81,"Shrimp, lemongrass, lime leaves, chili, broth","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Butter Chicken,Japanese,113,"Chickpeas, tahini, lemon, garlic, olive oil","Heat 3 tablespoons of oil in a pan. Add 1 sliced bell pepper and 1 diced tomato. Cook for 5 minutes. Add 1 cup of chopped chicken, 1 teaspoon of cumin, and 1/2 teaspoon of chili powder. Stir well and cook for another 10 minutes."
Pounded Yam,Italian,64,"Tomatoes, eggs, onions, bell peppers, spices","Heat 3 tablespoons of oil in a pan. Add 1 sliced bell pepper and 1 diced tomato. Cook for 5 minutes. Add 1 cup of chopped chicken, 1 teaspoon of cumin, and 1/2 teaspoon of chili powder. Stir well and cook for another 10 minutes."
Sweet and Sour Chicken,Russian,64,"Lentils, garlic, tomatoes, cumin, mustard seeds","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Pelmeni,Mexican,63,"Chicken, butter, cream, tomatoes, spices","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Green Curry,Middle Eastern,73,"Chickpeas, tahini, lemon, garlic, olive oil","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Butter Chicken,Thai,89,"Egusi seeds, spinach, stockfish, palm oil","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Croissant,Mexican,91,"Noodles, broth, pork, egg, green onions","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Croissant,Thai,112,"Chicken, butter, cream, tomatoes, spices","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Burrito,Japanese,70,"Coconut milk, green curry paste, chicken, basil","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Lasagna,Middle Eastern,39,"Chicken, peanuts, chili peppers, soy sauce","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Shakshuka,Indian,94,"Flour, tomatoes, mozzarella, basil, olive oil","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Sweet and Sour Chicken,Mexican,97,"Dough, ground meat, onions, salt, pepper","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Pizza Margherita,Italian,52,"Flour, butter, sugar, eggs, yeast","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Tempura,Japanese,29,"Eggplant, zucchini, bell peppers, tomatoes, herbs","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Shakshuka,Italian,63,"Chicken, butter, cream, tomatoes, spices","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Taco Salad,French,67,"Egusi seeds, spinach, stockfish, palm oil","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Egusi Soup,Thai,27,"Flour, tomatoes, mozzarella, basil, olive oil","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Green Curry,West African,79,"Pasta, tomato sauce, cheese, ground beef, basil","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Burrito,Indian,56,"Egusi seeds, spinach, stockfish, palm oil","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Pelmeni,Mexican,108,"Dough, ground meat, onions, salt, pepper","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Taco Salad,West African,105,"Ground beef, lettuce, cheese, salsa, tortilla chips","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Dal Tadka,West African,70,"Lentils, garlic, tomatoes, cumin, mustard seeds","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Burrito,Chinese,63,"Eggplant, zucchini, bell peppers, tomatoes, herbs","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Green Curry,Middle Eastern,10,"Chicken, bell peppers, pineapple, soy sauce","Marinate 1 pound of beef with 1 teaspoon of salt, 1/2 teaspoon of black pepper, and 1 tablespoon of soy sauce. Let it sit for 30 minutes. Heat a pan with 2 tablespoons of oil. Sear the beef for 5 minutes on each side. Reduce heat and cook for another 10 minutes, then serve."
Tempura,Middle Eastern,101,"Yam flour, water","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Hummus,French,21,"Shrimp, lemongrass, lime leaves, chili, broth","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Pizza Margherita,Indian,106,"Tortilla, beans, rice, cheese, chicken","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Burrito,West African,101,"Dough, ground meat, onions, salt, pepper","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Pounded Yam,Indian,85,"Chicken, peanuts, chili peppers, soy sauce","Heat 3 tablespoons of oil in a pan. Add 1 sliced bell pepper and 1 diced tomato. Cook for 5 minutes. Add 1 cup of chopped chicken, 1 teaspoon of cumin, and 1/2 teaspoon of chili powder. Stir well and cook for another 10 minutes."
Pelmeni,Chinese,105,"Chicken, bell peppers, pineapple, soy sauce","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Taco Salad,French,78,"Egusi seeds, spinach, stockfish, palm oil","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Dal Tadka,Chinese,29,"Flour, tomatoes, mozzarella, basil, olive oil","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Butter Chicken,West African,12,"Flour, tomatoes, mozzarella, basil, olive oil","Heat 3 tablespoons of oil in a pan. Add 1 sliced bell pepper and 1 diced tomato. Cook for 5 minutes. Add 1 cup of chopped chicken, 1 teaspoon of cumin, and 1/2 teaspoon of chili powder. Stir well and cook for another 10 minutes."
Ramen,Indian,28,"Noodles, broth, pork, egg, green onions","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Hummus,Chinese,15,"Beetroot, cabbage, potatoes, carrots, dill","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Green Curry,Japanese,85,"Chicken, butter, cream, tomatoes, spices","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Pelmeni,West African,48,"Beetroot, cabbage, potatoes, carrots, dill","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Pizza Margherita,Chinese,32,"Noodles, broth, pork, egg, green onions","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Tom Yum Soup,Italian,31,"Eggplant, zucchini, bell peppers, tomatoes, herbs","Bring 6 cups of water to a boil. Add 2 cups of pasta and 1 teaspoon of salt. Cook for 10 minutes, then drain. In a saucepan, melt 2 tablespoons of butter, add 1/2 cup of cream, and 1/2 cup of grated cheese. Stir until smooth. Mix with the pasta and serve warm."
Tom Yum Soup,Indian,28,"Chicken, peanuts, chili peppers, soy sauce","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
Pizza Margherita,Japanese,84,"Flour, butter, sugar, eggs, yeast","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Ramen,Thai,58,"Yam flour, water","Heat a pan over medium heat. Add 2 tablespoons of oil. Sauté 1 chopped onion until golden. Add 2 cloves of minced garlic and cook for 1 minute. Stir in 1 teaspoon of salt, 1/2 teaspoon of pepper, and 1 teaspoon of paprika. Add 1 pound of chicken and cook until browned. Pour in 2 cups of broth and simmer for 20 minutes."
Burrito,Thai,39,"Coconut milk, green curry paste, chicken, basil","Chop 2 potatoes, 1 carrot, and 1 onion. Heat 2 tablespoons of oil in a pot. Sauté the onion for 3 minutes. Add the potatoes and carrots, followed by 4 cups of vegetable broth. Season with 1 teaspoon of salt and 1/2 teaspoon of thyme. Simmer for 20 minutes until tender."
Lasagna,West African,69,"Shrimp, flour, eggs, tempura sauce","In a blender, combine 2 bananas, 1 cup of milk, 1/2 teaspoon of cinnamon, and 1 tablespoon of honey. Blend until smooth. Serve chilled."
Sweet and Sour Chicken,Indian,81,"Shrimp, flour, eggs, tempura sauce","Preheat oven to 375°F (190°C). Grease a baking dish with 1 tablespoon of butter. In a bowl, mix 2 cups of flour, 1 teaspoon of baking powder, and 1/2 teaspoon of salt. In another bowl, whisk 1 cup of milk, 1 egg, and 1/2 cup of sugar. Combine wet and dry ingredients, pour into the baking dish, and bake for 25 minutes."
